intent,text,意图描述,是否新增
insurance_insured_already,不，我这有保险了，我不需要再有保险,已有保险,
bad_response,我他妈啥时候跟你这保保保过来,辱骂,
refuse,不要，谢谢,拒绝，否认,
no_money,现在呢，老婆都老婆的钱啥子把了，我都没钱了,没钱,
ask_where,我哪里进去,在哪里看申请,
refuse,等下你买嘛，你买你买我不要,拒绝，否认,
client_busy,好的好的，谢谢你，哎，我没两天没时间,正在忙,
need_repeat,你说的啥子没听到,没听清,
crank,小孩在那拿着手机呢，不要一直打电话了，你妈逼我人家,骚扰,
how_operate,怎么免费领免免费领取的,操作流程/怎么操作,
insurance_age_notmatch,我70多岁了，不需要了，我早就说过了，老是通知通知没意义了,年龄不符拒绝,
ask_who,做什么,询问是谁,
ask_who,麻烦你再详细介绍一下保险项目吧,询问是谁,
ask_who,请问是哪家保险公司呢,询问是谁,
ask_who,什么保险啊,询问是谁,
insurance_insured_already,我都有公费医疗,已有保险,
bad_response,你全家得癌症，肿瘤,辱骂,
bad_response,我说你一家人，你一家人都得癌症，肿瘤,辱骂,
bad_response,真他妈扯淡,辱骂,
client_busy,我都给你弄好了吗？哦，好的好的好，明天我补没有，你看我这两我个朋友喝酒了，那我下午跟他们去,正在忙,
ask_next,你能再说详细点吗,询问后续，询问详情,
client_busy,今天加班了,正在忙,
ask_doubt,都不靠谱,骗子,
ask_next,你好，你说,询问后续，询问详情,
need_repeat,嗯，啥东西啊，我都没听见他说啥,没听清,
need_repeat,什么东西我也没听清楚，保障,没听清,
ask_fee,买个保险一个月多少钱,询问费用,
ask_fee,我问你一个月多少钱啊,询问费用,
affirm,那好的，谢谢,同意，确认,
ask_doubt,不是哥们哥们，你他妈诈骗诈骗到我头上了呀,骗子,
ask_who,找我什么事,询问是谁,
client_busy,所以你晚上,正在忙,
refuse,哦，算了，那你修过生了,拒绝，否认,
refuse,我不好买保险,拒绝，否认,
ask_doubt,又是哪里的骗子,骗子,
ask_event,你看那啥说你有一个100万的交通保险没领取,什么活动,
bad_response,垃圾在哪消失,辱骂,
ask_who,领什么玩意儿，领红包啊,询问是谁,
need_repeat,你说什么呀,没听清,
insurance_age_notmatch,嗯，我现在是80多岁了，那我现在不不管这事了，那个年成,年龄不符拒绝,
insurance_ask_other,你这边都有哪些保险类型,询问其他保险,
need_repeat,不好意思，我这边听不到声音,没听清,
affirm,听得懂,同意，确认,
voice_assistant,发送请按一，同意请按二,语音助手,
how_operate,我操作不了，不会操作,操作流程/怎么操作,
refuse,我都射手领了，那是要钱免费的，免费的要钱能扣钱，所以我不领了啊,拒绝，否认,
refuse,我不用谢谢你给我取消,拒绝，否认,
insurance_cancel,我要取消,退保费,
crank,我告诉你们，你们不要给我打电话，再给我打电话我就骂你啊,骚扰,
crank,不要给我打电话了，我操你妈的你,骚扰,
crank,我告诉你，我操你妈的，不要给我打电话了，操你妈这东想骗子你们,骚扰,
client_busy,没得时间，得要搞个月上班,正在忙,
ask_who,买保险啊，永安保险啊,询问是谁,
need_repeat,抱歉，我没有听到声音,没听清,
ask_who,先跟你确认一下，你是哪家保险公司的,询问是谁,
voice_assistant,你肯定是有什么重要事要告诉我的,语音助手,
voice_assistant,记下啦,语音助手,
need_repeat,抱歉，一直没有听到声音,没听清,
ask_who,方便问一下你是哪个保险公司吗,询问是谁,
refuse,不要了，给你领了,拒绝，否认,
need_repeat,不好意思，我这边没有听到你的声音，有什么事情你可以稍后再联系,没听清,
insurance_participated_already,不是以前我交过这一这个这个保险了,已经参加,
not_understand,哎呀，我这个保险是俺家媳妇给我交的，你说的啥我也听不懂啊,听不懂,
client_busy,我现在没那么闲工夫跟你说话,正在忙,
refuse,我不需要，我跟你说了多少遍了,拒绝，否认,
insurance_upgrade_difference,我哪有一百一百万这个保障啊,升级区别,
voice_assistant,不好意思，我这边没有听到你的声音，有什么事情你可以稍后再联系,语音助手,
ask_robot,你是人呢，我还以为是急些呢,你是机器人,
not_understand,说嘛，有啥子事，我听不明白，你说慢点,听不懂,
insurance_settle_claim,哎呀，我我你没报销到我那天找过你们，你们不报,如何理赔,
insurance_settle_claim,我加了你们的合同，你没给我报销,如何理赔,
not_understand,你说的我也不懂,听不懂,
bad_response,是给你妈妈，是给你妈妈,辱骂,
refuse,送给你我不需要，送给你，送给你我不需要啊,拒绝，否认,
refuse,我不要说给你，我买了给你的,拒绝，否认,
ask_who,喂，您好，您在说什么,询问是谁,
farewell,没别的事，就不耽误你的时间了，再见了,再见，挂断,
bad_response,你个鬼呀,辱骂,
ask_doubt,你那些诈骗电话快算了，不要你要短信啊,骗子,
refuse,现在还用不了,拒绝，否认,
insurance_age_notmatch,哎呀，都七八十不出去领，那有啥用,年龄不符拒绝,
voice_assistant,保险业务的相关情况我都记下了,语音助手,
voice_assistant,你说的我都会转达给他,语音助手,
refuse,我不领取，我不领取,拒绝，否认,
need_repeat,我是真的没听见你说话呀,没听清,
ask_fee,我实际我每年要交多少钱,询问费用,
insurance_age_restrict,我是退休职工,年龄限制,
refuse,我领个屁，我领,拒绝，否认,
need_repeat,听不着，找不着了,没听清,
ask_who,先告知一下你是哪家保险公司的,询问是谁,
how_operate,那你交给我好吧,操作流程/怎么操作,
how_operate,只要你交给我,操作流程/怎么操作,
refuse,你也不好啊,拒绝，否认,
affirm,欢迎,同意，确认,
ask_who,先跟你说一下，你是哪家保险公司的,询问是谁,
insurance_ask_other,可以详细介绍一下保险的类型吗,询问其他保险,
can_listen,嗯，听得到,听得到,
how_operate,招领啊，不会弄啊,操作流程/怎么操作,
way_to_pay,怎么交钱呢？还得交钱吧,支付方式,
how_operate,现在我不会弄，等孩子们来了，教教我咋弄吧,操作流程/怎么操作,
how_operate,等等几天吧，等孩子们给我弄了吧，我不会整,操作流程/怎么操作,
how_operate,我不知道怎么领取，我领了几次领不过来,操作流程/怎么操作,
how_operate,我不懂，我也不知道，我也不知怎么领，我也不领,操作流程/怎么操作,
how_operate,我不会领,操作流程/怎么操作,
bad_response,我说你妈卖批,辱骂,
insurance_insured_already,那些医药费的还是很多。义务的。国家用,已有保险,
refuse,好了好了好了好了，我不喜欢搞这东西，好了好了,拒绝，否认,
insurance_disease_limitation,普通人得了癌症,疾病限制,
refuse,听得到不需要啊,拒绝，否认,
not_understand,我也不懂你啥事了，啥也不懂得,听不懂,
how_operate,不会，啥也不会，上数成老年呢,操作流程/怎么操作,
not_understand,你说啥我也不懂的,听不懂,
need_repeat,啥子啊，你说的我不懂啊,没听清,
ask_next,啥子啊,询问后续，询问详情,
need_repeat,哎呀，你说的我不懂,没听清,
ask_event,啥子活动啊,什么活动,
ask_who,领取啥子保险,询问是谁,
insurance_settle_claim,上哪报销啊，找时间有病了,如何理赔,
not_understand,什么保障呢？我都都搞都不懂来,听不懂,
refuse,哦，我们我不买,拒绝，否认,
no_money,那不不不买没得钱买啊，好不见,没钱,
need_repeat,没有一点声音,没听清,
ask_where,哪有妈，在哪里的,在哪里看申请,
ask_where,你能说一下怎么领取这个重疾险吗,在哪里看申请,
insurance_coverage,这个重疾险里都包括哪些疾病呢,保障范围,
voice_assistant,你可以我聊天，我会带你转达的,语音助手,
send_message,推送一下,发短信,
ask_fee,多钱,询问费用,
need_repeat,听不到你说的啥子,没听清,
refuse,俺不弄儿子,拒绝，否认,
voice_assistant,好的，你这边方便再稍微描述具体一些吗,语音助手,
ask_who,好的，请问你是哪家保险公司的,询问是谁,
insurance_low_insured,起啥作用吧，哎呀，也少了些,嫌保额低,
need_repeat,抱歉，我没有听到你说话,没听清,
insurance_age_notmatch,我80了还帮我,年龄不符拒绝,
refuse,有钱没给我整点的，这个保保险没用啊,拒绝，否认,
ask_robot,说话你这这这这你转人工,你是机器人,
ask_who,请问哪个保险公司,询问是谁,
voice_assistant,好的，你还有其他需要补充的吗,语音助手,
insurance_participated_already,我都都交好了我的,已经参加,
refuse,哦，不要,拒绝，否认,
ask_fee,哎呀，最开始一块两块一,询问费用,
insurance_coverage,这个重疾险里都包括,保障范围,
voice_assistant,等会就转达给他，还有别的事吗,语音助手,
ask_who,请问谁保险公司,询问是谁,
voice_assistant,详细说一下吗,语音助手,
ask_next,你能说一下,询问后续，询问详情,
affirm,好好好，谢谢谢谢谢谢,同意，确认,
insurance_low_insured,有1000万的保险吗？我要买1000万的，100万的我看不起,嫌保额低,
no_interest,抱歉,不感兴趣,
need_repeat,我这边听不到您那边的声音,没听清,
ask_who,什么什么东西能领上，不能,询问是谁,
insurance_ask_other,好的，我这边想了解一下保险的类型,询问其他保险,
ask_next,你好，请你接着说,询问后续，询问详情,
voice_assistant,抱歉，我没有听到声音,语音助手,
voice_assistant,抱歉，我没有听到你说话,语音助手,
ask_who,你众安，你众安保险,询问是谁,
need_repeat,听不到,没听清,
insurance_low_insured,100万太少了，可以再加点吗,嫌保额低,
voice_assistant,你肯定有个重要事要告诉我的,语音助手,
affirm,要得,同意，确认,
thanks,谢了,表示感谢,
affirm,办吧,同意，确认,
nlu_fallback,你们这种权益,没听清,
insurance_benefit_insured,好的，那保险的额度是多少,赔付保额,
insurance_coverage,这个重疾险里都包括哪些疾病,保障范围,
not_understand,什么东西听不懂,听不懂,
not_understand,说什么鬼，我听懂,听不懂,
refuse,不要不要不要不,拒绝，否认,
ask_fee,那一般的价格不,询问费用,
insurance_benefit_insured,你打的是额度什么,赔付保额,
ask_who,你先跟着下，你是哪家保险公司的,询问是谁,
ask_who,你是干嘛了批,询问是谁,
high_price,不想太贵,价格太贵,
voice_assistant,您有什么重要事要告诉我的,语音助手,
thanks,谢谢啊,表示感谢,
how_operate,我不会用,操作流程/怎么操作,
how_operate,我我不会用这个,操作流程/怎么操作,
refuse,我不领了，给你送给你了吗,拒绝，否认,
ask_event,交通意外是什么？交通意外是什么,什么活动,
refuse,不要不要啊,拒绝，否认,
insurance_participated_already,已经参加,已经参加,
insurance_participated_already,已经参保,已经参加,
cannot_see_video,我看不见你的操作,看不到视频,
cannot_see_video,屏幕上啥也没有,看不到视频,
cannot_see_video,手机上啥也没有,看不到视频,
cannot_see_video,屏幕上啥也看不到,看不到视频,
cannot_see_video,手机上啥也看不到,看不到视频,
cannot_see_video,什么也没有,看不到视频,
cannot_see_video,什么也没显示,看不到视频,
cannot_see_video,啥也没有,看不到视频,
cannot_see_video,没显示,看不到视频,
cannot_see_video,没共享,看不到视频,
cannot_see_video,看不到,看不到视频,
cannot_see_video,投屏了吗,看不到视频,
cannot_see_video,投到哪里去了,看不到视频,
cannot_see_video,看不见,看不到视频,
cannot_see_video,看不着,看不到视频,
cannot_see_video,没看见,看不到视频,
cannot_see_video,没有画面,看不到视频,
cannot_see_video,什么画面,看不到视频,
cannot_see_video,怎么不显示,看不到视频,
cannot_see_video,看不见操作,看不到视频,
cannot_see_video,看不见共享,看不到视频,
cannot_see_video,看不着操作,看不到视频,
cannot_see_video,看不着共享,看不到视频,
send_message,发短信,发短信,231107
add_wechat,你的手机号/加微信,你的手机号/加微信,231107
ask_fee,询问费用,询问费用,231107
insurance_ask_fee,保费报价,保费报价,231107
peer,同行,同行,231107
have_bought,已经购买,已经购买,231107
question_flagged,质疑被标记,质疑被标记,231107
affirm,同意，确认,同意，确认,231107
interrupt,打断,打断,231107
how_operate,操作流程/怎么操作,操作流程/怎么操作,231107
ask_have_phone,为什么有手机号,为什么有手机号,231107
Company_address,公司地址,公司地址,231107
Customer_service_name,客服名字,客服名字,231107
need_consider,犹豫，考虑,犹豫，考虑,231107
crank,骚扰,骚扰,231107
refuse,拒绝，否认,拒绝，否认,231107
complaint,投诉,投诉,231107
bad_response,辱骂,辱骂,231107
ask_where,在哪里看申请,在哪里看申请,231107
ask_next,询问后续，询问详情,询问后续，询问详情,231107
client_busy,正在忙,正在忙,231107
insurance_policy_surrendered,已经退保,已经退保,231107
insurance_cancel,退保费,退保费,231107
way_to_pay,支付方式,支付方式,231107
Official_phone,官方电话,官方电话,231107
Official_account,公众号,公众号,231107
Question_professionalism,质疑专业度,质疑专业度,231107
why_wechat,加微信原因,加微信原因,231107
no_money,没钱,没钱,231107
video_stuttering,视频卡顿,视频卡顿,231107
high_price,价格太贵,价格太贵,231107
wrong_person,不是机主本人,不是机主本人,231107
insurance_settle_claim,如何理赔,如何理赔,231107
insurance_coverage,保障范围,保障范围,231107
insurance_zgl,张国立是谁？,张国立是谁？,231107
insurance_upgrade_already,已经升级,已经升级,231107
insurance_deductible,免赔额度,免赔额度,231107
insurance_upgrade_required,要求升级,要求升级,231107
insurance_benefit_insured,赔付保额,赔付保额,231107
insurance_disease_limitation,疾病限制,疾病限制,231107
insurance_claim_difficult,理赔难,理赔难,231107
insurance_whether_renew,会不会拒绝续保,会不会拒绝续保,231107
insurance_number_clause,理赔次数条款,理赔次数条款,231107
insurance_buy_to_whom,给谁买买几份,给谁买买几份,231107
insurance_age_restrict,年龄限制,年龄限制,231107
insurance_insured_already,已有保险,已有保险,231107
insurance_social_agricultural ,已有社保/已有农保,已有社保/已有农保,231107
insurance_no_insured ,没有社保农保,没有社保农保,231107
insurance_ask_other,询问其他保险,询问其他保险,231107
insurance_insured_arrived,保额到账,保额到账,231107
insurance_participated_already,已经参加,已经参加,231107
insurance_low_insured,嫌保额低,嫌保额低,231107
insurance_age_notmatch,年龄不符拒绝,年龄不符拒绝,231107
insurance_disease_refusal,已有疾病拒绝,已有疾病拒绝,231107
no_interest,不感兴趣,不感兴趣,231107
not_understand,听不懂,听不懂,231107
need_repeat,没听清,没听清,231107
ask_who,询问是谁,询问是谁,231107
chitchat,闲聊,闲聊,231107
ask_event,什么活动,什么活动,231107
ask_robot,你是机器人,你是机器人,231107
ask_listen,询问是否听到,询问是否听到,231107
ask_doubt,骗子,骗子,231107
thanks,表示感谢,表示感谢,231107
video_call,视频电话,视频电话,231107
greeting,打招呼,打招呼,231107
why_me,为什么找我,为什么找我,231107
extra_fee,额外费用,额外费用,231107
farewell,再见，挂断,再见，挂断,231107
no_idea,不知道，不清楚,不知道，不清楚,231107
voice_assistant,语音助手,语音助手,231107
good_response,表扬，惊叹,表扬，惊叹,231107
normal_response,正常应答,正常应答,231107
ask_time,询问时间,询问时间,231107
ask_use,询问怎么用,询问怎么用,231107
bad_event,活动不好,活动不好,231107
no_wechat,没有微信,没有微信,231107
can_listen,听得到,听得到,231107
cannot_see_video,看不到视频,看不到视频,231107
ask_who,哪里的,询问是谁,231113
ask_who,你是哪里的,询问是谁,231113
insurance_coverage,那个重疾绿色通道是什么服务啊,保障范围,231113
extra_fee,多少钱呀,额外费用,231113
extra_fee,多少钱呀,额外费用,231113
need_repeat,你怎么听不到我的声音，我声音这么大呀,没听清,231113
need_repeat,你凭什么听不到我的声音,没听清,231113
extra_fee,要钱吗,额外费用,231113
refuse,不要了,拒绝，否认,231113
refuse,我说不用了,拒绝，否认,231113
how_operate,怎么操作,操作流程/怎么操作,231113
send_message,嗯，好的好的好的，你发吧，你发吧，挂了啊,发短信,231113
ask_listen,看到吗,询问是否听到,231113
ask_who,你是哪里的,询问是谁,231113
ask_who,你是哪里的,询问是谁,231113
interrupt,您好，请问,打断,231113
,您可以免费领取68000元的重疾保障,模型识别失败,231113
,给您介绍一下，这款免费的保障呢，有效期是一年,模型识别失败,231113
,直播的,模型识别失败,231113
,找警察去,模型识别失败,231113
ask_who,什么东西,询问是谁,231113
refuse,嗯，不需要不需要,拒绝，否认,231113
refuse,不需要，不需要,拒绝，否认,231113
ask_who,嗯，你们是哪里的,询问是谁,231113
refuse,嗯，不需要,拒绝，否认,231113
insurance_coverage,嗯，你们这个怎么是保什么呢,保障范围,231113
,做完了,模型识别失败,231113
ask_where,在哪里领,在哪里看申请,231113
how_operate,咋操作呀,操作流程/怎么操作,231113
ask_where,在哪里领,在哪里看申请,231113
,嗯，都有啊,模型识别失败,231113
ask_doubt,真的假的,骗子,231113
no_receive_message,我没看到短信啊,没收到短信,231113
,它那个给视频的,模型识别失败,231113
ask_who,你是谁,询问是谁,231113
refuse,我没有啊，为什么你的,拒绝，否认,231113
,难道我的手机不高端,模型识别失败,231113
farewell,先挂了,再见，挂断,231113
,他他说了挂机，怎么没挂机啊,模型识别失败,231113
,在设备管理,模型识别失败,231113
insurance_deductible,有没有免赔额,免赔额度,231113
,被拉黑了,模型识别失败,231113
ask_who,哪里的,询问是谁,231113
ask_who,你是哪里的,询问是谁,231113
ask_listen,你怎么听不到我的声音，我声音这么大呀,没听清,231113
need_repeat,你凭什么听不到我的声音,没听清,231113
refuse,不要了,拒绝，否认,231113
refuse,我说不用了,拒绝，否认,231113
how_operate,怎么操作,操作流程/怎么操作,231113
send_message,嗯，好的好的好的，你发吧，你发吧，挂了啊,发短信,231113
ask_listen,看到吗,询问是否听到,231113
ask_who,你是哪里的,询问是谁,231113
ask_who,你是哪里的,询问是谁,231113
interrupt,您好，请问,打断,231113
,您可以免费领取68000元的重疾保障,模型识别失败,231113
,给您介绍一下，这款免费的保障呢，有效期是一年,模型识别失败,231113
,直播的,模型识别失败,231113
,找警察去,模型识别失败,231113
ask_who,什么东西,询问是谁,231113
refuse,嗯，不需要不需要,拒绝，否认,231113
refuse,不需要，不需要,拒绝，否认,231113
,稍等一下啊,模型识别失败,231113
ask_who,嗯，你们是哪里的,询问是谁,231113
refuse,嗯，不需要,拒绝，否认,231113
insurance_coverage,嗯，你们这个怎么是保什么呢,保障范围,231113
insurance_coverage,六万八保些什么呀,保障范围,231113
insurance_coverage,嗯，好的，100种重大疾病有哪100种啊,保障范围,231113
ask_next,嗯，然后呢，怎么了,询问后续，询问详情,231113
,我是众安保险的，来电是提醒,模型识别失败,231113
insurance_coverage,嗯，好的，100种重大疾病有哪100种啊,保障范围,231113
ask_fee,不要钱吗,询问费用,231113
interrupt,稍等一下啊,打断,231113
,你发的,模型识别失败,231113
,哦，哪,模型识别失败,231113
insurance_coverage,我说你们这个保什么呀,保障范围,231113
Already_contacted,打过了,已经联系过,231113
how_operate,怎么领,操作流程/怎么操作,231113
,问谁,模型识别失败,231113
ask_where,嗯，哪里看呀,在哪里看申请,231113
ask_where,去哪里啊,在哪里看申请,231113
wrong_person,是，是谁打错电话了吗,不是机主本人,231113
how_operate,怎么领取,操作流程/怎么操作,231113
insurance_coverage,六万八保些什么呀,保障范围,231113
insurance_coverage,嗯，好的，100种重大疾病有哪100种啊,保障范围,231113
,那个重疾绿色通道是什么服务啊,模型识别失败,231113
ask_fee,多少钱呀,询问费用,231113
ask_fee,多少钱呀,询问费用,231113
ask_fee,要钱吗,询问费用,231113
ask_next,嗯，然后呢，怎么了,询问后续，询问详情,231113
,我是众安保险的，来电是提醒,模型识别失败,231113
insurance_coverage,嗯，好的，100种重大疾病有哪100种啊,保障范围,231113
ask_fee,不要钱吗,询问费用,231113
,你发的,模型识别失败,231113
,哦，哪,模型识别失败,231113
insurance_coverage,我说你们这个保什么呀,保障范围,231113
Sick,我目前输液,生病,231130环宇
Sick,现在好像眼花,生病,231130环宇
Sick,我输液,生病,231130环宇
Sick,最近认为有点难受,生病,231130环宇
Sick,正感觉有点嗓子疼,生病,231130环宇
Sick,我现在觉得胃痛,生病,231130环宇
Sick,正在认为非常眼花,生病,231130环宇
Sick,我目前有点感冒,生病,231130环宇
Sick,我现在感觉十分肚子痛,生病,231130环宇
Sick,最近可能肚子疼,生病,231130环宇
Sick,觉得可能骨折,生病,231130环宇
Sick,认为特别嗓子疼,生病,231130环宇
Sick,我前两天感觉十分头疼,生病,231130环宇
Sick,正大概肚子痛,生病,231130环宇
Sick,我最近输液,生病,231130环宇
Sick,我前几天特别头疼,生病,231130环宇
Sick,前两天可能头晕,生病,231130环宇
Sick,现在认为有点难受,生病,231130环宇
Sick,我正认为十分发烧,生病,231130环宇
Sick,前两天十分牙痛,生病,231130环宇
Sick,现在觉得有点感冒,生病,231130环宇
Sick,我前两天感觉特别肚子疼,生病,231130环宇
Sick,感觉特别晕车,生病,231130环宇
Sick,我觉得有点不舒服,生病,231130环宇
Sick,最近有点嗓子疼,生病,231130环宇
Sick,正在可能嗓子疼,生病,231130环宇
Sick,最近应该生病,生病,231130环宇
Sick,我前两天认为可能肚子痛,生病,231130环宇
Sick,正感觉应该生病,生病,231130环宇
Sick,我目前觉得非常骨折,生病,231130环宇
Sick,我可能嗓子疼,生病,231130环宇
Sick,我目前大概发烧,生病,231130环宇
Sick,我目前觉得好像嗓子疼,生病,231130环宇
Sick,我现在骨折,生病,231130环宇
Sick,我目前住院,生病,231130环宇
Sick,我正在打针,生病,231130环宇
Sick,最近感觉大概眼花,生病,231130环宇
Sick,我正在觉得好像骨折,生病,231130环宇
Sick,我目前认为特别难受,生病,231130环宇
Sick,我正在觉得可能嗓子疼,生病,231130环宇
Sick,前两天觉得好像感冒,生病,231130环宇
Sick,现在觉得特别难受,生病,231130环宇
Sick,正十分晕车,生病,231130环宇
Sick,目前看医生,生病,231130环宇
Sick,目前不舒服,生病,231130环宇
Sick,前两天觉得发烧,生病,231130环宇
Sick,我正感觉非常胃痛,生病,231130环宇
Sick,前两天感觉可能晕车,生病,231130环宇
Sick,我现在输液,生病,231130环宇
Sick,认为大概牙痛,生病,231130环宇
Sick,正感觉可能眼花,生病,231130环宇
Sick,现在感觉头疼,生病,231130环宇
Sick,我最近感觉特别眼花,生病,231130环宇
Sick,我觉得可能头晕,生病,231130环宇
Sick,正有点牙痛,生病,231130环宇
Sick,目前有点感冒,生病,231130环宇
Sick,我现在打针,生病,231130环宇
Sick,目前打针,生病,231130环宇
Sick,前两天感觉非常肚子痛,生病,231130环宇
Sick,我最近认为应该眼花,生病,231130环宇
Sick,前几天肚子疼,生病,231130环宇
Sick,我前几天觉得可能发烧,生病,231130环宇
Sick,我最近觉得特别牙痛,生病,231130环宇
Sick,我目前认为可能肚子疼,生病,231130环宇
Sick,我现在有点头疼,生病,231130环宇
Sick,正在感觉大概肚子疼,生病,231130环宇
Sick,目前认为应该肚子痛,生病,231130环宇
Sick,最近认为好像肚子疼,生病,231130环宇
Sick,最近觉得十分头晕,生病,231130环宇
Sick,目前觉得非常头疼,生病,231130环宇
Sick,正非常晕车,生病,231130环宇
Sick,正认为大概头晕,生病,231130环宇
Sick,目前觉得十分嗓子疼,生病,231130环宇
Sick,觉得大概肚子痛,生病,231130环宇
Sick,我前几天吃药,生病,231130环宇
Sick,前几天觉得十分难受,生病,231130环宇
Sick,我现在特别难受,生病,231130环宇
Sick,正特别嗓子疼,生病,231130环宇
Sick,我最近十分胃痛,生病,231130环宇
Sick,我正在认为应该晕车,生病,231130环宇
Sick,前两天特别胃痛,生病,231130环宇
Sick,我最近觉得非常难受,生病,231130环宇
Sick,最近感觉可能牙痛,生病,231130环宇
Sick,目前认为大概难受,生病,231130环宇
Sick,前几天有点肚子痛,生病,231130环宇
Sick,我目前感觉眼花,生病,231130环宇
Sick,我正大概感冒,生病,231130环宇
Sick,我目前觉得特别发烧,生病,231130环宇
Sick,正在觉得嗓子疼,生病,231130环宇
Sick,感觉应该感冒,生病,231130环宇
Sick,前两天认为应该骨折,生病,231130环宇
Sick,现在觉得好像感冒,生病,231130环宇
Sick,我正在认为应该不舒服,生病,231130环宇
Sick,有点感冒,生病,231130环宇
Sick,我好像晕车,生病,231130环宇
Sick,觉得大概胃疼,生病,231130环宇
Sick,正在认为应该肚子疼,生病,231130环宇
Sick,正认为有点难受,生病,231130环宇
Sick,正感觉十分头疼,生病,231130环宇
Sick,我正感觉有点嗓子疼,生病,231130环宇
insurance_social_agricultural,农保买了,已有社保/农保,231130环宇
insurance_social_agricultural,买了社保,已有社保/农保,231130环宇
insurance_social_agricultural,我社保投了,已有社保/农保,231130环宇
insurance_social_agricultural,我有农保,已有社保/农保,231130环宇
insurance_social_agricultural,买了农保,已有社保/农保,231130环宇
insurance_social_agricultural,农保交了,已有社保/农保,231130环宇
insurance_social_agricultural,社保投过,已有社保/农保,231130环宇
insurance_social_agricultural,我社保买过,已有社保/农保,231130环宇
insurance_social_agricultural,我买过社保,已有社保/农保,231130环宇
insurance_social_agricultural,我投了社保,已有社保/农保,231130环宇
insurance_social_agricultural,我农保投了,已有社保/农保,231130环宇
insurance_social_agricultural,我社保交过,已有社保/农保,231130环宇
insurance_social_agricultural,农保有,已有社保/农保,231130环宇
insurance_social_agricultural,我交了社保,已有社保/农保,231130环宇
insurance_social_agricultural,我社保投过,已有社保/农保,231130环宇
insurance_social_agricultural,社保交了,已有社保/农保,231130环宇
insurance_social_agricultural,社保交过,已有社保/农保,231130环宇
insurance_social_agricultural,买过社保,已有社保/农保,231130环宇
insurance_social_agricultural,我社保交了,已有社保/农保,231130环宇
insurance_social_agricultural,社保买了,已有社保/农保,231130环宇
insurance_social_agricultural,有社保,已有社保/农保,231130环宇
insurance_social_agricultural,我农保买过,已有社保/农保,231130环宇
insurance_social_agricultural,我交过农保,已有社保/农保,231130环宇
insurance_social_agricultural,社保投了,已有社保/农保,231130环宇
insurance_social_agricultural,我买了农保,已有社保/农保,231130环宇
insurance_social_agricultural,投了社保,已有社保/农保,231130环宇
wrong_person,有没有找错电话,找错人了,231130环宇
wrong_person,是以前的电话,找错人了,231130环宇
wrong_person,弄错人,找错人了,231130环宇
wrong_person,是不是弄错电话号码,找错人了,231130环宇
wrong_person,手机号是以前的,找错人了,231130环宇
wrong_person,会不会找错人电话,找错人了,231130环宇
wrong_person,号码不是本人,找错人了,231130环宇
wrong_person,电话号码打错人,找错人了,231130环宇
wrong_person,电话号码不是本人,找错人了,231130环宇
wrong_person,号码换人了,找错人了,231130环宇
wrong_person,手机以前有人用过,找错人了,231130环宇
wrong_person,搞错手机,找错人了,231130环宇
wrong_person,电话号码不是业主,找错人了,231130环宇
wrong_person,手机号不是户主,找错人了,231130环宇
wrong_person,电话号码不是学员,找错人了,231130环宇
wrong_person,换人了手机,找错人了,231130环宇
wrong_person,电话新买的,找错人了,231130环宇
wrong_person,电话号码不是学生家长,找错人了,231130环宇
wrong_person,换了手机,找错人了,231130环宇
wrong_person,会不会手机找错人,找错人了,231130环宇
wrong_person,电话号码刚换,找错人了,231130环宇
wrong_person,手机换人了,找错人了,231130环宇
wrong_person,有没有打错人电话号码,找错人了,231130环宇
wrong_person,手机号以前有人用过,找错人了,231130环宇
wrong_person,手机号不是当事人,找错人了,231130环宇
wrong_person,有没有搞错人手机号,找错人了,231130环宇
wrong_person,会不会号码找错,找错人了,231130环宇
wrong_person,会不会手机打错人,找错人了,231130环宇
wrong_person,电话不是户主,找错人了,231130环宇
wrong_person,会不会搞错手机号,找错人了,231130环宇
wrong_person,是不是手机弄错,找错人了,231130环宇
wrong_person,不是家长,找错人了,231130环宇
wrong_person,电话号码新办的,找错人了,231130环宇
wrong_person,会不会弄错人手机,找错人了,231130环宇
wrong_person,电话新的,找错人了,231130环宇
wrong_person,是不是记错人,找错人了,231130环宇
wrong_person,有没有弄错人号码,找错人了,231130环宇
wrong_person,手机号新买的,找错人了,231130环宇
wrong_person,号码以前有人用过,找错人了,231130环宇
wrong_person,是不是电话找错人,找错人了,231130环宇
wrong_person,电话新办的,找错人了,231130环宇
wrong_person,会不会找错手机,找错人了,231130环宇
wrong_person,刚买来电话,找错人了,231130环宇
wrong_person,不是她,找错人了,231130环宇
wrong_person,换人了号码,找错人了,231130环宇
wrong_person,换了号码,找错人了,231130环宇
wrong_person,新的手机号,找错人了,231130环宇
wrong_person,电话号码不是我,找错人了,231130环宇
wrong_person,有没有电话号码搞错人,找错人了,231130环宇
wrong_person,有没有弄错电话,找错人了,231130环宇
wrong_person,有没有打错人,找错人了,231130环宇
wrong_person,手机号换了,找错人了,231130环宇
wrong_person,会不会打错,找错人了,231130环宇
wrong_person,弄错人电话号码,找错人了,231130环宇
wrong_person,手机记错,找错人了,231130环宇
wrong_person,换人了电话号码,找错人了,231130环宇
wrong_person,是不是号码弄错,找错人了,231130环宇
